name,description,email,admin,logins_per_week,users,posts,connections,dmarc_policy
mastodon.cisti.org,"Istanza mastodon di Torino e dintorni. Parte del progetto cisti.org, curata con amore dall'hacklab underscore.",info@cisti.org,admin,67,586,167333,15918,Missing
radiosocial.de,Server für deutsche Funkamateure und alle die was mit Funk Empfang oder Sendung zu tun haben.,jf@nordwal.de,dk3jf,67,115,10890,10165,Missing
julialang.social,,contact@julialang.org,Logan,67,191,2902,8593,Missing
mastodon.sk,Mastodon pre slovenskú a českú komunitu.,admin@mastodon.sk,admin,66,305,195648,9804,Missing
fandom.community,"A place for all fandoms and fans, big or small. Share art, writing, cosplay, or just enjoy characters! 
",admin@fandom.community,chaddiecat,66,381,8301,4996,Enforced (p=reject)
forall.social,We are stronger together! We appreciate each other's contributions and develop collaborations and teams to help each other shared challenges.,forall@whn.global,carlostph,66,212,6086,7837,Enforced (p=reject)
owo.cafe,,admin@owo.cafe,roobre,66,126,15377,6401,Enforced (p=reject)
weird.autos,,goatsandmonkeys@gmail.com,Mark,66,120,12163,8771,Missing
austria-toots.social,,support@austria-toots.social,epommcookie,66,125,100,1700,Monitoring only (p=none)
bots.krohsnest.com,,,admin,66,103,5021,373,Missing
cityofchicago.live,"A place for communities in and around Chicago, IL or people who plan to visit!",sera@cityofchicago.live,serafall,65,165,5391,11991,Missing
xn--baw-joa.social,,mastodon@lfdi.bwl.de,lfdi,65,113,10273,10855,Missing
mstdn.love,日本語汎用インスタンス mstdn.love (ますとどん.らぶ),master@mstdn.love,animarl,64,279,449657,10347,Missing
nwb.social,"Nieuw West-Brabant is een collectief van ondernemers en burgers voor een nieuwe, andere manier van samenleven.",sebastian@nieuwwestbrabant.nl,sebastian,64,258,840,5949,Enforced (p=quarantine)
cwb.social,Instance for people connected to Curitiba PR.,guilherme@cwb.social,guilherme,64,126,3009,6990,Enforced (p=quarantine)
opencoaster.net,"Theme park, amusement and roller coaster enthusiasts. We also welcome general discussion as well!",troy@somany.us,troy,64,71,1298,6787,Missing
syringa.social,,zeb@zebpalmer.com,zebpalmer,64,103,5138,7946,Missing
fluffs.au,,moderators@fluffs.au,moderators,64,87,894,3288,Missing
eigadon.net,,noel.yoshiba@gmail.com,noellabo,63,1261,25387,7135,Missing
occm.cc,자커마스는 자작 캐릭터 커뮤니티를 위한 마스토돈 인스턴스입니다.,notice@occm.cc,notice,63,355,138747,918,Monitoring only (p=none)
sonomu.club,,luka@sonomu.club,luka,63,101,42460,19858,Missing
wisskomm.social,,service@idw-online.de,admin,63,117,1400,4982,Missing
dads.cool,"dads.cool is a Mastodon instance for dads, running the Hometown fork of Mastodon.",dadsdotcool@gmail.com,alex,63,126,342651,17296,Missing
mastodon.celticpaganism.org,"A Mastodon server on the topics of Celtic Paganism, Mythology, Anthropology, and the study of these to arrive at a practice of devotional polytheism a",patchshorts@gmail.com,chris,63,204,770,7446,Missing
mastodon.nzoss.nz,"A community concerned with digital awareness, equity, and justice in a world being exploited by corporate digital bad actors with lots of power. ",webmaster@nzoss.nz,lightweight,62,361,65657,21183,Monitoring only (p=none)
polyglot.city,"Instance for people interested in languages, language learning and translations, and for multilingual and polyglot people.",thurisaz@polyglot.city,thurisaz,62,118,32141,17537,Missing
toot.bldrweb.org,"Focused on Boulder, Colorado (USA) and the surrounding area. ",thomasw@bldrweb.com,thomasw,62,143,6416,10686,Monitoring only (p=none)
efdn.club,"EFDN is a small instance for anyone who wants good emotes, a server named Gregory, and good times!",norikawa@efdn.club,norikawa,61,278,795545,15105,Missing
hed.im,"General Israeli instance, mostly in Hebrew.",admin@hed.im,nlb,61,258,2331,5692,Missing
vermont.masto.host,An instance for Vermonters and Vermonters at heart.,brendankinney@gmail.com,brendan,61,178,3119,10010,Enforced (p=quarantine)
norrebro.space,,norrebrospace@mailbox.org,asbjorn,61,186,12803,15088,Missing
beige.party,,theropologist@beige.party,theropologist,61,84,68052,13267,Monitoring only (p=none)
alphaville.club,,bryce.elder@ft.com,FTAV,61,248,442,5034,Missing
wikis.world,,wikisworld@legoktm.com,legoktm,60,81,4445,11291,Monitoring only (p=none)
ciberlandia.pt,,sysop@ciberlandia.pt,sysop,60,102,6042,7817,Missing
mastoot.fr,Serveur généraliste et principalement francophone,contact@stefofficiel.me,StefOfficiel,60,99,765,2263,Missing
eletusk.club,PSO2を主とした、ファンタシースターシリーズのファン向けインスタンスです。,admin@eletusk.club,Admin_eletusk,59,2271,2194490,6073,Missing
eigenmagic.net,,daedalus@eigenmagic.net,daedalus,59,149,20307,16667,Monitoring only (p=none)
heislandmine.work,えっちなお話多め。,heislandmine@protonmail.com,Heislandmine,59,259,1281140,10258,Missing
social.freetalklive.com,,social@freetalklive.com,FTL_Ian,59,541,55194,10887,Enforced (p=quarantine)
bantu.social,,dobrado@duck.com,besouro,59,134,131283,10398,Enforced (p=quarantine)
ottawa.place,,ottawa.mastodon@gmail.com,OttawaPlaceAdmin,59,119,6061,11400,Missing
queer.af,Comfy queer space.,noc@shinra.systems,postmaster,58,157,96294,19337,Missing
floe.earth,Face and discuss the climate crisis and the general state of the world without going insane.,mastodon@floe.earth,gruifor,58,124,4990,11625,Monitoring only (p=none)
soc.ua-fediland.de,Вітаємо в українськомовному федеративному інстансі UA Fediland! ,support@ua-fediland.de,wiler,58,166,13474,7210,Monitoring only (p=none)
fim.social,,admin@fim.social,marcus,58,135,6307,6025,Missing
wx.social,,hostmaster@wx.social,stormdig,58,103,1339,8101,Missing
mastodon.floe.earth,Face and discuss the climate crisis and the general state of the world without going insane.,mastodon@floe.earth,gruifor,58,124,4981,11624,Monitoring only (p=none)
frenfiverse.net,,admin@frenfiverse.net,admin,58,136,1841,4276,Missing
gaybdsm.group,"A server for LGBTQ+ people into or interested in BDSM. Share your experiences, learn from others, and make some connections.",JcbtMI@gaybdsm.group,JcbtMI,58,112,719,2996,Missing
mastodon.sandwich.net,Sandwich's general-purpose Mastodon instance.,support@sandwich.net,jrenken,57,472,38317,18446,Enforced (p=reject)
matitodon.com,,mj@westantenna.com,westantenna,57,355,267953,8646,Missing
ukadon.shillest.net,"instance for desktop mascot software ""Ukagaka""",ponapalt@shillest.net,ponapalt,57,189,134312,4672,Missing
eupublic.social,"Dedicated to all people interested in a united Europe, a post-national and truly democratic Europe. But everybody is welcome!",christian@eupublic.social,christian,57,196,24609,15701,Missing
truthsocial.co.in,,gopi@truthsocial.co.in,gopi,57,6482,53910,6385,Missing
darkfriend.social,This is a Mastodon community for the fandom for the Wheel of Time. Discussion and posts need not be exclusively about the Wheel of Time.,hybridhavoc@darkfriend.social,hybridhavoc,57,140,5549,9656,Monitoring only (p=none)
meemu.org,"A queer, trans run, furry-friendly, cat themed instance! Everyone is welcome, come have fun!",admin@meemu.org,meemu,56,371,104487,15815,Missing
nemushee.net,Tootに眠しい力をのせて。Nemushee.netは眠しい人のためのMastodonサーバーです。,makinon@nemushee.net,makinon,56,217,156292,9972,Missing
frikiverse.zone,El Frikiverse es una comunidad para frikis de todas las tendencias.,kergozh@gmail.com,kergozh,56,92,7975,6773,Monitoring only (p=none)
mastodon.thirring.org,,mastodon@thirring.org,admin,56,71,6989,6592,Missing
vocalounge.cafe,,vocalounge@gmail.com,staff,56,1229,45664,14862,Missing
masr.social,"Masr.social is the bilingual community-led social network for Egypt and the Egyptians, at home and abroad.",ksum@masr.social,nole,56,90,1694,579,Monitoring only (p=none)
blooming-land.icu,,11111@blooming-land.icu,11111,56,99,7614,1510,Missing
folksocial.org,,marketing@efdss.org,EFDSS,56,107,1720,3629,Missing
bangdream.space,欢迎来到炸邦裂梦乐团！讨论主题不限。,2553906272@qq.com,yoka,55,413,99268,11327,Missing
dragonchat.org,"By dragons, for dragons.",talon@windstryke.net,talon,55,99,6057,5113,Missing
seda.social,"Instancia de la comunidad S.E.D.A. 
S.E.D.A. es un podcast chileno grabado simultáneamente desde Chile y Alemania gracias a la magia de la tecnología.",admin@seda.social,admin,55,281,7632,6655,Missing
pieville.net,,alex63501@protonmail.com,Alex_Linder,55,748,265600,99536,Missing
bhre.social,,admin@bhre.social,NadiaBernaz,55,284,1671,7323,Missing
tiny.tilde.website,,aaron@insom.me.uk,insom,54,227,126183,17263,Missing
kancolle.social,,kancolle.social@gmail.com,Yashima,54,318,483389,9284,Missing
mastodon.stuttgart.international,,tomalo.stuttgart@gmail.com,tomalo,54,112,2699,4008,Missing
friend.camp,,darius.kazemi@gmail.com,darius,54,96,764970,20711,Missing
tribe.net,,mastodon@tribe.net,slomin,54,286,2956,6649,Missing
techpolicy.social,,waywardmarmot@gmail.com,admin,54,98,3430,8394,Missing
hypno.social,,admin@hypno.social,deeplyasleep,54,181,396,2010,Missing
weirdo.network,,weirdonetworkmastodon@gmail.com,personalpanspodcast,54,82,3189,6500,Missing
oransns.com,,info@oransns.com,oran,53,545,927268,12166,Missing
hsnl.social,Hackerspaces Nederland,admin@hsnl.social,admins,53,119,3859,10508,Enforced (p=quarantine)
friendsofdesoto.social,,admin@friendsofdesoto.social,mikey,53,117,6769,7593,Missing
kinktroet.social,,finisterrae@kinktroet.social,CigarsAndWhisky,53,119,1898,5109,Missing
rcsocial.net,A friendly social networking space for those with an interest in Catholicism.,George@RCsocial.net,George,52,496,22375,13637,Monitoring only (p=none)
mastodon.cipherbliss.com,"Le réseau social plein de logiciels libre, de biens communs, de ripaille, de memes et de grand art.",contact@cipherbliss.com,tykayn,52,2278,63803,15815,Missing
bookstodon.com,"📖 bookstodon welcomes bibliophiles, bookworms, book lovers, and all things bookish. 📚📚📚 Follow your favorite genres and authors on Mastodon 📕",hello@bookstodon.com,CindySue,52,116,3204,9272,Missing
red.niboe.info,,comunica@niboe.info,equipo,52,410,5556,12472,Monitoring only (p=none)
systemli.social,This instance is home for progressive political movements that fight for a better and more (climate-)just future. It's run by systemli.,support@systemli.org,systemli,52,70,2393,7569,Monitoring only (p=none)
619.fm,,admin@619.fm,velox,52,117,1677,3839,Missing
entheoconnect.social,,admin@entheoconnect.social,jason,52,132,246,205,Missing
toot.thoughtworks.com,,mastodon@thoughtworks.com,mheiber,51,825,11884,17176,Missing
fikaverse.club,A generalistic instance for speakers of Swedish and other Scandinavian languages.,admin@fikaverse.club,rgggn,51,254,3135,13812,Missing
tooter.social,Instance généraliste ouverte à toutes et tous.,raphgilles@lilo.org,raph,51,134,15185,8976,Missing
skastodon.com,"A Mastodon server for ska musicians, artists, fans, and anyone else in the ska community.",skastodon@skastodon.com,skastodon,51,147,4789,8415,Missing
nahe.social,,gude@gaessjer.live,gaessjerfm,51,119,4712,7431,Enforced (p=reject)
gaminginthe.cloud,,m3t4lw01f@gaminginthe.cloud,m3t4lw01f,51,111,7522,9884,Missing
queer.group,,hallo@queer.group,unordnung,51,57,23298,8136,Missing
otoya.space,,info@otoya.space,hayabusa,50,1635,68163,7305,Missing
mastodon.die-partei-reutlingen.de,Die PARTEI hat immer recht!,mastodon@die-partei.social,DiePARTEI_RT,50,98,227147,12139,Enforced (p=quarantine)
die-partei.social,,mastodon@die-partei.social,DiePARTEI_RT,50,98,227146,12139,Monitoring only (p=none)
mstdn.starnix.network,,ssv@danksquad.net,splitshockvirus,50,77,63800,44361,Missing
toot.lgbt,A safe server for all women and/or LGBTQ+ identifying people. Our admins and mods are all drawn from within our membership. All sign-ups are approved ,admin@toot.lgbt,admin,50,118,10176,10992,Missing
mastodon.wssmagazine.com,,j.oorthuys@karwansaraypublishers.com,clogfather,50,127,3678,5564,Monitoring only (p=none)
synthwave.social,,thalrex@synthwave.social,thalrex,50,130,2812,8726,Missing
foojay.social,,server@foojay.social,foojay,50,131,1241,5364,Missing
fribygda.no,,fribygda@posteo.net,fribygda,50,71,11319,10667,Missing
mastodon.babb.be,,admin@babb.be,francis,50,100,413,7366,Monitoring only (p=none)
masto.bg,,support@masto.bg,blago,50,189,1261,4323,Missing
mastodon.acc.sunet.se,"Public Mastodon server run by the Academic Computer Club at Umeå University located in Umeå, Sweden. Everyone welcome.",mastodon@accum.se,maswan,49,446,18227,18105,Monitoring only (p=none)
mastodon.im.sb,A mastodon instance hosts by im.sb | 我们的域名是 @im.sb，自认比较适合的同志欢迎入驻。,mastodon@onmail.com,system,49,272,34335,5979,Missing
rhabarberbarbara.bar,"本吧服务器位于德国。欢迎小伙伴们分享生活和语言豆知识。
新用户注册请
1. 填写详细的申请理由，或者附上别处的社交账号。
2. 给出 Rhabarberbarbarabar 的中文翻译。",admin@rhabarberbarbara.bar,barbara,49,100,64947,6491,Missing
macrofurs.social,This instance focuses on the macro/micro side of furries. We're open to both big and small~,admin@oric.me,Oric,49,207,5052,4759,Missing
waskuisland.com,Wasku Island - Party Capital Of The World........... Cum Party with Sexy Girls!   .....(NSFW Porn Friendly),admin@waskuisland.com,admin,49,167,663,4781,Missing
mastodon.iow.social,,james@isitmeanttodothat.io,cleatsandcode,49,224,1370,6125,Missing
fursuits.online,,contact@fursuits.online,Scatterplot,49,87,1642,3647,Missing
mistodon.cloud,"ごきげんよう ようこそクラウド女学院へ　わたくしたちはフランスのJCJKですわ
「“あの頃の2ちゃんねる”に似ている」マストドンはネットを変えたかしら？フランス語圏発日本育ちの汎用LTL雑談サーバーでしてよ。",mistodon.admin@kurajo.ivory.ne.jp,cosphi,49,100,215209,3249,Missing
fediverse.krohsnest.com,"A general use instance with preference to Emergency Management, Public Safety, and Amateur Radio and General Mobile Radio Service operators.",mastodon@krohsnest.com,admin,49,8,2708,4133,Missing
social.wxcafe.net,"This is an open mastodon instance for social justice activists, LGBTQIA+ people, and people who are aware of such subjects and care about them. ",wxcafe@wxcafe.net,wxcafe,48,286,139728,18970,Missing
chaosphere.hostdon.jp,雑学 / フィクション / 食 / ガジェット / ニュース / Mastodonなどの感想をトゥートする混沌領域です。ハッシュタグの使用推奨です。,centumix＠circadia.sakura.ne.jp,centumix,48,56,1494639,10983,Missing
hyan.ink,人文艺术主题的小型中文实例。申请时请简单介绍自己的兴趣和将会发布的内容。,heiyaoyan.ink@gmail.com,materia,48,192,15319,4879,Missing
absolutelyhar.am,A Muslim(-ish) Mastodon server for the collective Muslim/brown/interested diaspora.,admin@absolutelyhar.am,tariq,48,26,2257,7404,Missing
0sint.social,,jordanwildon@gmail.com,irohsint,48,167,19711,7827,Missing
drizzle-damp.net,,wharfroach2764@gmail.com,funamushi_dz,48,64,199442,6636,Missing
kamu.social,,admin@kamu.social,nikodemus,48,84,5729,10398,Missing
mastodon.ee,,help@mastodon.ee,janar,48,139,347,4658,Enforced (p=reject)
trekkies.social,,bluebeetle@gmail.com,bluebeetle,48,88,4806,11122,Missing
fluttercommunity.social,,mastodon@fluttercommunity.dev,simon,48,90,1620,5410,Missing
mustard.blog,,mustardkim1111@gmail.com,mustard,48,110,5108,1153,Missing
vtdon.com,,vtdon.official@gmail.com,hoshiconia,48,72,211,1693,Missing
medievalist.masto.host,A gathering place for medievalists and overlapping nerd and geek interests.,nexus@panix.com,AspiringLuddite,47,155,7050,12900,Enforced (p=quarantine)
brandenburg.social,"Natur, Kultur, Leute, Tourismus und alles, was das Land Brandenburg sonst noch zu bieten hat.",info@cepharum.de,cepharum,47,121,2899,7017,Enforced (p=quarantine)
netzkms.de,Instanz aus und für Chemnitz aka Karl-Marx-Stadt,verwaltung@netzkms.de,verwaltung,47,80,3195,5435,Missing
webperf.social,"WEBPERF.SOCIAL is a place for those who care about web development & performance, from novices to pros. Everyone in related fields is also welcome.",admin@webperf.social,jan,47,117,1365,6203,Missing
eliitin-some.fi,,noreply@example.com,mulkero,47,57,36167,5570,Missing
renkontu.com,"때로는 가볍게, 때로는 진지하게. 여기서 자유롭게 이야기를 시작해보세요. 어서오세요, 렌콘투입니다.",support@renkontu.com,renkontusupport,47,201,2146,1618,Missing
m.lanciano.it,,sampei@lanciano.it,Sampei,47,87,476,2651,Missing
tenforward.social,"Ten Forward, a Star Trek themed Mastodon community",contact@tenforward.social,guinan,46,346,149545,21949,Enforced (p=quarantine)
gingadon.com,フリーランスや創作してる人、エンジニアなど、あらゆる個人プレーヤーのためのインスタンスです（ミニマムなチームで活動してる人もOK）。,gingadon@nagai-galaxy.com,panda_planet,46,457,532726,11183,Missing
acg.mn,Mastodon 国服,admin@acg.mn,new,46,2506,152835,12621,Enforced (p=reject)
code4lib.social,,francis.kayiwa@gmail.com,kayiwa,46,159,15241,12851,Missing
mastodon.hosnet.fr,,icik9@koikia.fr,icik9,46,85,116,1152,Missing
aspiechattr.me,"A federated social network for aspies and other NDs to be themselves. Chat to others with ASD, ADHD, etc.",admin@aspiechattr.me,welcome,46,104,140680,11545,Missing
china.al,爱聊.AL中文Mastodon实例欢迎爱聊天、爱交朋友、爱发嘟嘟的友友加入，爱聊.AL有你更精彩… ,admin@china.al,admin,46,129,5354,4999,Missing
a11y.social,"A Mastodon community for all with a focus on accessibility, assistive technology, and the interests of the broader disability community. ",community@a11y.social,community,46,59,251,4859,Enforced (p=reject)
tty0.social,"tty0.social is a mastodon instance for everyone, but especially those who love the command line. ",mail@bjk.fyi,bketelsen,46,87,3027,8487,Missing
law.builders,,ansel@law.builders,anseljh,46,104,29657,9056,Missing
hexadon.net,,kouhei0719@gmail.com,koppepan,46,71,827920,3527,Missing
mastodon.wellperns.com,,mastodon@wellperns.com,adminpern,46,105,2986,6794,Missing
mastodon.kitchen,,mstdn.beer@gmail.com,estpls,46,159,44712,7896,Missing
acg.debula.ml,,admin@acg.mn,new,46,2506,152835,12621,Missing
social.coletivos.org,,suporte@coletivos.org,suporte,45,1447,28475,16772,Missing
flipping.rocks,"A cozy online home for arthropod enthusiasts, fungi fans, herpers, and other lovers of weird little creatures.",me+fliprocks@nevillepark.ca,a,45,58,7093,10484,Missing
tiggi.es,"Just a small server for furries into tech, games, leftish politics, animals, photography, home automation, and tigers!",@LeoBurr@Tiggi.es,LeoBurr,45,68,11834,7621,Missing
bahn.social,"Das Wir für ein dokumentiertes Leben von, in und mit Zügen",mastodon@bahn.social,fahrdienstleiter,45,71,8345,6219,Missing
episcodon.net,,admin@episcodon.net,johnclint,45,102,940,4937,Missing
fisting.social,,notifications@fisting.social,ffadmin,45,151,567,1131,Missing
almere.social,Almere.social is de lokale Mastodon-community voor en door Almeerders.,info@almere.social,mexxus,45,53,465,2428,Monitoring only (p=none)
mstdn.osaka,,,alarky,44,1829,1801590,5450,Missing
travelpandas.fr,"Instance ouverte à tous ! Venez partager votre bonne humeur
",contact@travelpandas.eu,oufmilo,44,69,15584,15349,Missing
chilemasto.casa,"Generalistic chilean instance, ex-chile.masto.host",skrlet13@autistici.org,skrlet13,44,232,16885,12108,Missing
craftodon.social,non-official Minecraft instance,help@craftodon.social,steveandalex,44,103,2428,8299,Missing
yellowmustard.club,,threeze@yellowmustard.club,threeze,44,121,2547,9734,Enforced (p=reject)
social.bitwig.community,,spam@scriptshit.de,polarity,44,139,5111,12352,Missing
airwaves.social,,airwaves@airframes.io,airframes,44,79,11243,9341,Missing
catdon.life,,sib@hvn.to,sib,43,1052,87766,10296,Missing
w3c.social,,k@w3.org,koalie,43,181,5375,16527,Missing
zurich.social,Local instance for Zurich,mail@dgnaegi.ch,dgnaegi,43,201,1092,5557,Missing
earpnation.social,A Mastodon server run by Earpers for Earpers.,shield@earpnation.com,angels_shield,43,186,4429,4001,Missing
body.social,"You have a beautiful body that gets you through each and every day. That may be hard to believe, but we're going to do our best to prove that to you. ",hello@juniper.camp,trey,43,71,2140,6408,Missing
trollian.space,,bellhuffstutler@icloud.com,araneaserket,43,373,457327,8914,Missing
nebbia.fail,,nebbia-fail@riseup.net,nebbia,43,220,89485,10773,Missing
oceanplayground.social,,matt@dataheck.com,matt,43,108,10653,8200,Missing
kommunismus.social,,mail@kommunismus.social,Benny,43,95,7413,4101,Missing
uddannelse.social,,jeppe@bundsgaard.net,jeppe,43,95,2100,4919,Missing
mastodol.jp,,info@mastodol.sakura.ne.jp,matekoi,42,996,159222,3117,Missing
pone.social,A place for nor/mlp/eople to hang out and talk about mares.,admin@pone.social,corpubro,42,244,3925,5797,Missing
fedilove.cyou,,fedilove_@outlook.com,fedilove_admin,42,139,13766,7421,Missing
comunidad.nvda.es,,soporte@nvda.es,nvda,42,80,2730,4667,Enforced (p=reject)
sportsmedtwtr.net,,pkedrosky@gmail.com,pkedrosky,42,201,1535,4547,Monitoring only (p=none)
handmade.social,This instance is for all handmade artisans to create accounts for their Etsy and other handmade business shops.,maker@handmade.social,maker,42,71,1843,9891,Missing
primarycare.app,,thomas@iatropartners.co.uk,admin,42,289,1472,4688,Missing
tda.zone,,filip@tourdambiance.be,GO,42,70,2392,4559,Missing
mastodon.tedomum.net,"This is the TeDomum mastodon instance, hosted by a french nonprofit focusing on security, privacy and freedom.",admin@tedomum.net,tedomum,41,283,153131,20002,Enforced (p=reject)
homoo.social,,204504byse@204504byse.info,204504bySE,41,147,504186,6756,Enforced (p=reject)
tzcafe.com,,ask@tzcafe.com,dimlau,41,202,23279,5876,Enforced (p=quarantine)
leftist.network,,admin@leftist.network,admin,41,148,7498,9400,Missing
solarpunk.moe,,puttabutta@gmail.com,vv,41,71,43080,14179,Missing
guild.pmdcollab.org,,pmdcollab@proton.me,PMDCollab,41,106,2205,3593,Missing
toots.matapacos.dog,,contact@matapacos.dog,porkroll,41,81,7174,8243,Enforced (p=quarantine)
social.targaryen.house,"This is a generalist instance. Either you like Game of Thrones or not, either you support the house Targaryen or not, you will always be welcome.",contact@thekinrar.fr,queen,40,3787,101479,19471,Missing
mstdn.y-zu.org,汎用日本語話者向けMastodonサーバー,y.maemura@pcgf.io,Yohei_Zuho,40,237,421064,9302,Missing
beach.city,Private instance for close friends and members of the admins' social network.,zengender@gmail.com,pandora_parrot,40,142,185650,19676,Missing
theres.life,An instance for the encouragement of those who have found new life in Jesus,lifenetwork@pm.me,life,40,227,29676,13968,Missing
mastdn.social,,mastdon@permanizer.com,Chris,40,104,1882,8276,Missing
trackmania.social,"The community-run Mastodon Instance for everyone that plays video games by Ubisoft Nadeo, including Trackmania and Shootmania.",hello@evotm.com,phenom,40,98,545,8836,Enforced (p=reject)
vira-lata.org,"Uma instância do Mastodon deboísta, zen e discordiana. Voltada para pessoas Brasileiras, e falantes do português, que abraçam o caos numa boa.",leonardo.alcantara@gmail.com,leo,40,109,4287,7337,Missing
laterracita.online,,i38tu4qd@duck.com,tecnijota,40,60,7553,5530,Missing
masto.social,,uther@masto.social,uther,40,168,1645,11290,Enforced (p=quarantine)
sportsfeed.me,,admin@sportsfeed.me,admin,40,50,5966,3921,Missing
persadon.com,پرسادون: ماستدون برای فارسی زبانان,hello@persadon.com,masoud,39,194,65938,13367,Enforced (p=quarantine)
bigshoulders.city,"Bigshoulders.city is a Mastodon instance for Chicagoans current, former, and future.",alex+admin@dowson.us,moderation,39,124,19012,18084,Missing
pounced-on.me,🐾 Generalistic Furry Mastodon Instance,contact@pounced-on.me,updates,39,174,51793,15041,Missing
sakurajima.moe,Social Network for Anime fans and Anime Bloggers alike,sakurajimamastodon@ateliershiori.moe,chikorita157,39,68,3384,4437,Enforced (p=reject)
bytetower.social,"Queer-friendly, creative community instance aligned with the rules and goals of mastodon.art",support@bytetower.social,guardian,39,110,3960,8505,Enforced (p=reject)
mcr.wtf,"This is community open to all whilst intended for people in, from, identify with or are just interested in Greater Manchester!",kev@mcr.wtf,kev,39,95,366,3729,Monitoring only (p=none)
vivere.uno,,michele@vivere.it,vivereitalia,39,67,19719,687,Missing
weatherishappening.network,,WEATHERMAN@WEATHERISHAPPENING.COM,WEATHERISHAPPENING,39,91,12105,9045,Missing
a11y.info,,spell@a11y.info,spellacy,39,123,4056,12344,Missing
notacult.social,,simon.dann@gmail.com,carbontwelve,39,94,7149,12510,Missing
supernatural.fans,,crowley@supernatural.fans,crowley,39,80,3496,5807,Missing
mstdn.moe,长萌象，萌主题长毛象实例,admin@mstdn.moe,admin,38,180,30565,6163,Monitoring only (p=none)
links.potsda.mn,Links.potsda.mn ist ein föderiertes soziales Netzwerk für Potsdams Linke.,mail@potsda.mn,kollektiv,38,86,7296,9725,Monitoring only (p=none)
someone.elses.computer,A small collaboratively hosted instance containing technology law and policy academics.,mail@someone.elses.computer,mikarv,38,51,6391,10290,Monitoring only (p=none)
together.chaoyu.us,,admin@chaoyu.us,yuchao,38,355,23407,3646,Missing
camp.smolnet.org,,camp@smolnet.org,micke,38,78,13272,12487,Missing
social.restless.systems,,michael@casadevall.pro,ncommander,38,60,4167,7553,Missing
plantex.top,,plantex@plantex.top,plantex,38,41,4046,2234,Missing
mstdn.poyo.me,,prime@kmc.gr.jp,prime,37,220,1166625,12051,Missing
allpro.social,,thomas.allpro@gmail.com,thomas,37,70,70696,13116,Missing
twitteregypt.online,,rameznabel@gmail.com,ramez,37,161,14491,2292,Missing
mastodon.bofhers.es,,info@oscarmlage.com,oscarmlage,37,77,3258,9891,Monitoring only (p=none)
t-mobile.community,,admin@tmo.report,Jman100,37,44,21,210,Missing
glitch.social,,nightpool@cybre.space,nightpool,36,409,464830,18967,Missing
moe.cat,,mastodon <at> moe.cat,AstroProfundis,36,551,30904,12429,Monitoring only (p=none)
m.moe.cat,喵！,mastodon <at> moe.cat,AstroProfundis,36,551,30904,12429,Monitoring only (p=none)
cmdr.social,,admin@cmdr.social,social,36,138,2438,5708,Missing
subversive.zone,"Subversive.zone ist eine linke, antiautoritäre Mastodoninstanz. ",admin@subversive.zone,admin_,36,68,25898,13132,Missing
floofy.tech,,contact@floofy.tech,kakious,36,78,1913,6463,Missing
rebel.ar,,san.martin@rebel.ar,sanmartin,36,77,2057,4529,Missing
social.rebellion.global,,social@organise.earth,xr,36,189,29825,13765,Monitoring only (p=none)
mstdn.tamag.org,,support@tamag.org,nieein56,36,122,684163,6493,Missing
metasocial.com,,jesse@fsck.com,jesse,36,67,4273,8698,Missing
www.superstork.org,,superstork_admin@protonmail.com,superstorkadmin,36,156,2332,5805,Missing
joingeeksocial.com,,stvslkt@gmail.com,stvslkt,36,186,6687,6793,Enforced (p=reject)
kotlin.social,,mailinglist@kotlinweekly.net,eenriquelopez,36,154,111,3002,Missing
critter.zone,,mastodon@amras.me,Amras,36,59,7536,7371,Missing
mastodonindonesia.com,Instance of Mastodon server for everything related to Indonesia,kukuhtw@gmail.com,admin,36,199,2975,3904,Missing
forum-lucifer.com,,2479750200@qq.com,lufadmin,36,54,54,190,Missing
fem.social,,toot@fem.social,fem,35,71,55033,12993,Missing
թութ.հայ,,nopasaran@arnet.am,norayr,35,339,78707,14363,Missing
aachen.social,"Eine deutschsprachige Mastodon Instanz zum tröten, neue Leute kennenlernen, sich auszutauschen und Spass zu haben.",kontakt@aachen.social,billyidl,35,81,4403,9919,Missing
m-i.im,"联邦宇宙中的小小站点。
从大陆无法直连访问。
没有主题可畅所欲言。
站长独裁制。",admin@m-i.im,Robot,35,156,48399,7118,Missing
cultur.social,"Für alle Wesen, die unsere Welt kreativ gestalten und Neues erschaffen wollen.",hello@cultur.social,chief,35,124,499,5768,Monitoring only (p=none)
kangaroo.to,"A friendly, small place for furry pals to toot and escape the muskpocolypse. You don't need to be a kangaroo to join, but it helps.",hi@bangaroo.io,roo,35,44,1404,2076,Missing
teal.social,,admin@teal.social,niko,35,68,1632,4704,Missing
saturation.social,,saturation.social@protonmail.com,irwin,35,85,9265,13042,Missing
sw-development-is.social,,kristoffer.nordstrom@northerntest.se,,35,99,2168,6105,Missing
lipsia.casa,,info@lipsia.casa,Ron_Chitis,35,74,3839,7125,Enforced (p=quarantine)
squawk.mytransponder.com,,chiefpilot@mytransponder.com,chiefpilot,35,82,1901,7982,Missing
md.ilyamikcoder.com,ilyamikcoder's general purpose instance,me@ilyamikcoder.com,ilyamikcoder,35,65,26599,13955,Enforced (p=reject)
booktoot.social,,booktootsocial@gmail.com,editor,35,58,962,4729,Missing
